time;gFx;gFy;gFz;TgF
244,859;0,0762;-0,7395;0,903;1,17
244,874;0,0569;-0,7144;0,9182;1,165
244,891;-0,0629;-0,7158;0,9696;1,207
244,922;0,0064;-0,7078;1,0003;1,225
244,939;0,2113;-0,645;0,9956;1,205
244,951;0,3416;-0,5056;0,96;1,137
244,988;0,3655;-0,3522;0,9187;1,05
244,998;0,2639;-0,2724;0,9228;0,998
245,019;0,1411;-0,2308;0,8949;0,935
245,03;0,0833;-0,2216;0,8454;0,878
245,064;0,0411;-0,2407;0,8107;0,847
245,08;0,0015;-0,2469;0,8658;0,9
245,096;-0,0003;-0,2567;0,9363;0,971
245,111;0,0114;-0,2317;0,9499;0,978
245,144;0,0027;-0,197;0,919;0,94
245,159;0,0341;-0,1855;0,8971;0,917
245,174;0,0684;-0,1769;0,9104;0,93
245,207;0,0708;-0,1874;0,9141;0,936
245,222;0,1124;-0,1494;0,8767;0,896
245,238;0,3042;0,0134;0,8906;0,941
245,251;0,4375;0,0924;0,9183;1,021
245,285;0,302;0,0858;0,9288;0,98
245,301;0,5324;0,44;0,9065;1,14
245,318;0,6059;0,3265;0,8169;1,068
245,334;0,2265;0,1401;0,746;0,792
245,365;-0,0257;0,1457;0,7662;0,78
245,381;-0,2915;0,1286;0,6891;0,759
245,398;-0,273;0,1503;0,7606;0,822
245,416;0,1586;0,2569;0,9987;1,043
245,446;-0,0289;0,1175;0,9111;0,919
245,461;-0,2244;0,1115;0,8745;0,91
245,477;-0,2372;0,2541;0,9184;0,982
245,508;-0,209;0,3383;0,9766;1,054
245,525;-0,3118;0,3616;0,8661;0,989
245,54;-0,2741;0,3819;0,863;0,983
245,556;-0,2063;0,3042;1,0069;1,072
245,588;-0,2742;0,3668;1,0616;1,156
245,603;-0,4406;0,5261;1,1466;1,336
245,621;-0,5321;0,6044;1,1412;1,397
245,652;-0,5052;0,6655;1,0378;1,332
245,664;-0,4108;0,7461;1,0185;1,328
245,681;-0,3053;0,6977;0,9475;1,216
245,697;-0,0558;0,6915;0,9044;1,14
245,728;0,0134;0,7534;0,8216;1,115
245,741;0,1157;0,7606;0,6942;1,036
245,759;0,2192;0,6941;0,625;0,959
245,775;0,2627;0,6106;0,5422;0,858
245,809;0,3163;0,5234;0,5754;0,84
245,82;0,3002;0,477;0,6321;0,847
245,837;0,3014;0,4697;0,648;0,855
245,87;0,331;0,4479;0,7165;0,907
245,888;0,2893;0,3991;0,8005;0,94
245,902;0,2981;0,4242;0,7774;0,934
245,919;0,3794;0,5539;0,7195;0,984
245,951;0,2703;0,6036;0,8026;1,04
245,963;0,1665;0,6119;0,8573;1,066
245,984;0,2435;0,6922;0,8019;1,087
245,998;0,2215;0,7946;0,7869;1,14
246,032;-0,0675;0,6264;0,8452;1,054
246,045;-0,1365;0,5626;0,8689;1,044
246,061;0,015;0,6116;0,8634;1,058
246,093;-0,0404;0,5658;0,9258;1,086
246,108;-0,1867;0,412;0,9544;1,056
246,127;-0,0734;0,4148;0,9419;1,032
246,137;0,0863;0,3993;0,944;1,029
246,172;0,0165;0,3523;1,0276;1,086
246,189;-0,076;0,2559;1,0661;1,099
246,2;-0,0408;0,1928;1,069;1,087
246,219;0,0252;0,1367;1,0221;1,032
246,251;0,0966;0,1813;0,9623;0,984
246,264;0,1201;0,2463;0,9067;0,947
246,282;0,1105;0,2449;0,8481;0,89
246,315;0,0897;0,2366;0,7905;0,83
246,331;0,1505;0,2324;0,7068;0,759
246,346;0,2521;0,2021;0,6199;0,699
246,366;0,2828;0,2105;0,5803;0,679
246,394;0,2395;0,2498;0,5906;0,685
246,407;0,2354;0,2597;0,5953;0,691
246,423;0,248;0,2694;0,5933;0,697
246,439;0,2386;0,215;0,6053;0,685
246,471;0,8006;-0,4402;0,968;1,331
246,486;1,0131;-0,9161;1,4666;2,004
246,502;0,391;-0,3543;1,3377;1,438
246,534;0,1497;0,6849;0,6661;0,967
246,549;0,0693;0,7959;0,369;0,88
246,565;0,2745;0,2816;0,7929;0,885
246,583;0,4101;-0,033;1,054;1,131
246,615;0,4184;0,3363;0,8339;0,992
246,634;0,3826;0,4745;0,9095;1,095
246,644;0,3887;0,383;0,9536;1,099
246,659;0,4227;0,3761;0,9184;1,079
246,693;0,4021;0,3262;0,9434;1,076
246,708;0,4017;0,3731;0,9518;1,098
246,724;0,4315;0,4299;0,9899;1,162
246,756;0,4421;0,4798;0,9672;1,167
246,772;0,5342;0,452;0,7908;1,056
246,787;0,5242;0,3982;0,7535;1,001
246,803;0,4231;0,2493;0,6724;0,833
246,836;0,4601;0,402;0,5534;0,824
246,851;0,5396;0,6338;0,7452;1,117
246,866;0,444;0,6806;0,7756;1,123
246,883;0,3627;0,5366;0,7438;0,986
246,915;0,6806;0,7755;0,8827;1,358
246,93;0,5685;0,7812;0,9809;1,377
246,946;0,5348;0,8088;0,9756;1,375
246,977;0,4795;0,6675;0,9253;1,238
246,994;0,5017;0,6055;0,8795;1,18
247,009;0,5058;0,5258;0,8696;1,135
247,025;0,5013;0,5005;0,8277;1,089
247,057;0,5515;0,4628;0,7822;1,063
247,073;0,596;0,4372;0,7849;1,078
247,088;0,5699;0,4558;0,8145;1,094
247,104;0,5722;0,509;0,84;1,137
247,137;0,6068;0,5267;0,859;1,176
247,153;0,6147;0,5275;0,8788;1,195
247,167;0,6257;0,537;0,8889;1,212
247,199;0,653;0,5374;0,8797;1,22
247,214;0,6539;0,4891;0,9513;1,254
247,229;0,6403;0,5017;0,9326;1,238
247,247;0,5915;0,495;0,9095;1,192
247,284;0,4927;0,3983;0,8997;1,1
247,295;0,3634;0,273;0,8825;0,993
247,31;0,289;0,1325;0,8309;0,89
247,345;0,3273;-0,0059;0,8754;0,935
247,358;0,3856;0,0041;0,8558;0,939
247,371;0,396;0,0411;0,8178;0,91
247,391;0,3388;0,0132;0,8135;0,881
247,426;0,3138;0,0027;0,8038;0,863
247,438;0,2932;-0,0029;0,8455;0,895
247,454;0,2375;0,0277;0,8647;0,897
247,472;0,1829;0,0438;0,8538;0,874
247,501;0,1674;0,0259;0,8521;0,869
247,514;0,1913;0,0184;0,8647;0,886
247,532;0,2179;-0,0209;0,8714;0,898
247,548;0,215;-0,0855;0,8543;0,885
247,578;0,2428;-0,0919;0,8492;0,888
247,592;0,2419;-0,0942;0,8414;0,881
247,611;0,1996;-0,0985;0,8392;0,868
247,645;0,1409;-0,0821;0,7953;0,812
247,657;0,1542;-0,0912;0,8095;0,829
247,673;0,1707;-0,126;0,8544;0,88
247,692;0,1206;-0,1245;0,8357;0,853
247,724;0,0781;-0,0898;0,7964;0,805
247,761;0,0964;-0,1241;0,8064;0,822
247,762;0,1205;-0,16;0,8234;0,847
247,767;0,0783;-0,1701;0,7956;0,817
247,802;0,0549;-0,1486;0,7797;0,796
247,817;0,08;-0,1045;0,7525;0,764
247,834;0,1108;-0,1338;0,7811;0,8
247,866;0,1147;-0,1521;0,818;0,84
247,88;0,1072;-0,1061;0,8322;0,846
247,906;0,0948;-0,0339;0,8237;0,83
247,914;0,0598;0,0321;0,8362;0,839
247,941;0,1376;-0,0344;0,829;0,841
247,956;0,0853;-0,0737;0,8341;0,842
247,973;0,0124;-0,0774;0,8245;0,828
248,009;-0,0319;-0,102;0,8538;0,86
248,02;-0,0902;-0,1356;0,8264;0,842
248,038;-0,0989;-0,1626;0,8044;0,827
248,054;0,0159;-0,195;0,8003;0,824
248,084;0,1494;-0,2194;0,8156;0,858
248,1;0,1351;-0,012;0,9342;0,944
248,118;0,1351;0,0586;1,164;1,173
248,131;0,3282;-0,1263;1,2518;1,3
248,162;0,4736;-0,4035;1,1156;1,277
248,18;0,371;-0,5874;0,9019;1,138
248,197;-0,0229;-0,5753;0,7882;0,976
248,225;-0,1676;-0,4165;0,774;0,895
248,243;-0,0113;-0,4776;0,8185;0,948
248,26;0,0383;-0,5437;0,9489;1,094
248,275;0,0826;-0,5632;1,0235;1,171
248,307;0,0421;-0,5469;1,062;1,195
248,323;-0,0919;-0,7135;1,1443;1,352
248,342;-0,1532;-0,7821;1,213;1,451
248,356;-0,1472;-0,7761;1,2334;1,465
248,387;-0,2326;-0,784;1,2576;1,5
248,402;-0,3858;-0,7113;1,2243;1,468
248,417;-0,3968;-0,6332;1,0695;1,305
248,45;-0,4222;-0,6365;0,9396;1,211
248,466;-0,3989;-0,4561;0,8333;1,03
248,481;-0,3771;-0,2912;0,7367;0,877
248,497;-0,3786;-0,2592;0,6533;0,798
248,529;-0,3765;-0,1947;0,6184;0,75
248,545;-0,3965;-0,1197;0,6093;0,737
248,56;-0,4024;-0,1158;0,6181;0,747
248,576;-0,361;-0,0719;0,6359;0,735
248,608;-0,2877;-0,0584;0,6303;0,695
248,622;-0,2036;-0,0399;0,6104;0,645
248,64;-0,1158;-0,0005;0,5977;0,609
248,669;-0,0169;0,0688;0,5961;0,6
248,686;0,0603;0,1206;0,5961;0,611
248,701;0,1222;0,1507;0,6027;0,633
248,719;0,1885;0,1622;0,6274;0,675
248,75;0,2372;0,212;0,6717;0,743
248,766;0,2795;0,2472;0,7328;0,822
248,78;0,3257;0,2381;0,789;0,886
248,799;0,391;0,2434;0,8472;0,964
248,83;0,4801;0,2257;0,9008;1,045
248,843;0,4796;0,1435;0,9341;1,06
248,861;0,3902;0,1092;0,9449;1,028
248,895;0,5572;0,1559;0,9984;1,154
248,909;0,5567;0,1219;0,9682;1,123
248,921;0,464;0,1073;0,935;1,049
248,94;0,3971;0,1757;0,9067;1,005
248,972;0,5206;0,153;0,95;1,094
248,987;0,9131;0,1043;1,0883;1,424
249,002;0,7775;0,0188;1,2442;1,467
249,02;0,6091;-0,1353;1,4777;1,604
249,051;0,8398;0,1107;1,2087;1,476
249,064;0,7143;0,2995;0,9344;1,214
249,081;0,419;0,3302;0,7139;0,891
249,115;0,1886;0,1735;0,7127;0,757
249,134;0,1726;0,0346;0,9209;0,938
249,145;0,209;0,1902;0,9261;0,968
249,161;0,209;0,3348;0,8099;0,901
249,192;0,2488;0,2935;0,8024;0,89
249,209;0,334;0,2646;0,8824;0,98
249,225;0,344;0,1813;0,9537;1,03
249,241;0,2791;0,1432;0,9181;0,97
249,273;0,1873;0,2021;0,8465;0,89
249,288;0,1625;0,3159;0,9128;0,979
249,304;0,1317;0,421;1,0117;1,104
249,336;0,0879;0,4363;0,9747;1,072
249,353;0,0047;0,3516;0,9448;1,008
249,368;0,0183;0,2898;0,9088;0,954
249,384;0,0649;0,3327;0,8889;0,951
249,416;0,0285;0,3572;0,9552;1,02
249,431;-0,0181;0,3499;0,9703;1,032
249,447;-0,0482;0,2976;0,938;0,985
249,463;-0,0207;0,2729;0,9494;0,988
249,495;0,0227;0,3017;0,9764;1,022
249,51;0,045;0,3348;1,0015;1,057
249,526;0,0341;0,3673;1,0275;1,092
249,557;0,0425;0,4001;1,0476;1,122
249,573;0,0147;0,3757;1,0478;1,113
249,588;0,0082;0,3612;1,038;1,099
249,607;0,0712;0,3777;1,0384;1,107
249,635;0,0866;0,3957;1,06;1,135
249,654;0,0636;0,3795;1,0456;1,114
249,665;0,0795;0,3549;1,0745;1,134
249,684;0,1045;0,359;1,0828;1,146
249,716;0,0768;0,3223;1,0767;1,127
249,731;0,104;0,2805;1,0674;1,108
249,771;0,1756;0,2317;1,0605;1,1
249,776;0,2332;0,1755;1,0879;1,126
249,794;0,3037;0,1636;1,0613;1,116
249,81;0,3116;0,1628;1,0102;1,07
249,824;0,3051;0,1913;0,9185;0,987
249,858;0,3179;0,2467;0,7689;0,868
249,873;0,3952;0,3338;0,6385;0,822
249,89;0,4529;0,4087;0,6529;0,894
249,905;0,3575;0,3811;0,697;0,871
249,937;0,1637;0,2249;0,7699;0,819
249,953;0,1972;0,0691;0,9013;0,925
249,969;0,2305;0,0408;0,9372;0,966
249,999;0,1484;0,1054;0,865;0,884
250,017;0,1588;0,073;0,7637;0,783
250,032;0,195;0,0156;0,7572;0,782
250,049;0,2165;-0,048;0,7288;0,762
250,078;0,2751;-0,1456;0,7046;0,77
250,095;0,2968;-0,1909;0,6674;0,755
250,11;0,3093;-0,257;0,6208;0,74
250,126;0,4026;-0,3092;0,5929;0,781
250,165;0,5327;-0,2764;0,6689;0,899
250,172;0,5079;-0,2571;0,7232;0,92
250,192;0,3305;-0,3453;0,6988;0,847
250,221;0,2635;-0,3723;0,7016;0,837
250,237;0,3652;-0,2534;0,7273;0,852
250,253;0,3644;-0,1308;0,7426;0,837
250,27;0,2384;-0,1435;0,8128;0,859
250,3;0,1133;-0,2251;0,8609;0,897
250,316;0,1226;-0,1992;0,8367;0,869
250,333;0,1711;-0,1188;0,8367;0,862
250,351;0,127;-0,1309;0,897;0,915
250,38;0,0377;-0,1833;0,9617;0,98
250,395;0,0196;-0,1504;0,9213;0,934
250,414;0,0507;-0,1472;0,9097;0,923
250,444;0,0473;-0,1699;0,9346;0,951
250,46;-0,2113;-0,1508;1,1387;1,168
250,473;-0,5495;-0,0816;1,4017;1,508
250,49;-0,4223;-0,0519;1,3566;1,422
250,522;0,0303;-0,0704;1,0627;1,065
250,537;0,3398;-0,2046;0,9335;1,014
250,556;0,3489;-0,2993;0,8883;1
250,569;0,2134;-0,2432;0,8701;0,928
250,602;0,1359;-0,1441;0,942;0,963
250,617;0,1318;-0,0579;0,9155;0,927
250,634;0,2966;0,3301;0,7146;0,841
250,664;0,2153;0,4086;0,9601;1,065
250,679;0,3337;-0,1408;1,0798;1,139
250,695;0,1549;-0,1325;0,858;0,882
250,712;0,2008;-0,1425;0,7504;0,79
250,73;0,129;-0,1981;0,9525;0,981
250,76;-0,0176;-0,1834;1,0226;1,039
250,774;-0,0367;-0,0111;0,8725;0,873
250,791;-0,0693;0,0503;0,8988;0,903
250,823;0,007;0,091;0,847;0,852
250,839;0,1286;0,2055;0,98;1,01
250,854;0,04;0,2505;1,0241;1,055
250,886;-0,1194;0,1922;1,0233;1,048
250,901;-0,101;0,129;0,8944;0,909
250,916;0,0273;0,1938;0,8748;0,896
250,931;0,3512;0,1992;0,9553;1,037
250,966;0,5626;0,0882;1,0652;1,208
250,98;0,1529;0,0145;1,0998;1,11
250,996;0,0546;0,0072;0,8946;0,896
251,014;0,1337;0,0618;0,9236;0,935
251,046;0,2635;0,0776;1,0872;1,121
251,06;0,4186;0,0981;1,0454;1,13
251,076;0,2823;0,1261;0,9791;1,027
251,107;0,2711;-0,1751;1,1356;1,181
251,123;0,0327;-0,1983;1,3051;1,32
251,14;-0,0534;-0,2247;1,3589;1,378
251,161;-0,3021;-0,3752;1,4377;1,516
251,185;-0,3552;-0,2491;1,3412;1,41
251,2;-0,4496;-0,0653;1,1613;1,247
251,221;-0,6258;0,0692;0,9595;1,148
251,232;-0,5454;0,226;0,7958;0,991
251,266;-0,3752;0,2642;0,7864;0,91
251,282;-0,2182;0,2649;0,7704;0,843
251,298;-0,1937;0,2502;0,7767;0,839
251,327;-0,1439;0,3239;0,7713;0,849
251,346;-0,1003;0,4069;0,8313;0,931
251,361;-0,0807;0,427;0,8876;0,988
251,376;-0,1009;0,3838;0,8869;0,972
251,409;-0,1142;0,3653;0,863;0,944
251,425;-0,1177;0,3883;0,8404;0,933
251,44;-0,1167;0,4085;0,8452;0,946
251,455;-0,1248;0,3806;0,8372;0,928
251,489;-0,1626;0,3547;0,7895;0,881
251,502;-0,2046;0,4395;0,7675;0,908
251,519;-0,232;0,5257;0,7126;0,915
251,55;-0,2405;0,5952;0,6449;0,91
251,567;-0,2965;0,6224;0,6263;0,931
251,583;-0,2886;0,5682;0,6718;0,926
251,598;-0,2331;0,4483;0,7958;0,943
251,63;-0,2132;0,3559;0,9065;0,997
251,645;-0,2212;0,3081;0,8849;0,963
251,663;-0,15;0,3513;0,8403;0,923
251,675;-0,0123;0,4511;0,8385;0,952
251,709;0,0399;0,5199;0,8344;0,984
251,722;0,0712;0,5498;0,8276;0,996
251,74;0,0629;0,5426;0,7854;0,957
251,769;0,1122;0,5258;0,7608;0,932
251,785;0,1502;0,5207;0,7793;0,949
251,805;0,1616;0,5106;0,7583;0,928
251,823;0,1586;0,512;0,6878;0,872
251,851;0,2717;0,4738;0,6586;0,856
251,867;0,3501;0,5043;0,6913;0,925
251,883;0,3448;0,5399;0,7279;0,97
251,895;0,3673;0,5237;0,7192;0,963
251,93;0,4471;0,5111;0,7034;0,978
251,944;0,4418;0,4983;0,7283;0,987
251,961;0,4226;0,4919;0,7695;1,006
251,994;0,3844;0,4289;0,807;0,991
252,009;0,3488;0,3304;0,839;0,967
252,025;0,3018;0,2562;0,8962;0,98
252,041;0,2462;0,2086;0,9591;1,012
252,072;0,2625;0,1256;1,0207;1,061
252,09;0,2922;0,0663;1,0761;1,117
252,102;0,3329;0,0461;1,0956;1,146
252,136;0,3674;0,0332;1,0475;1,111
252,149;0,3651;0,0541;1,0156;1,081
252,166;0,3232;0,0916;1,0033;1,058
252,182;0,2808;0,1371;1,0035;1,051
252,215;0,2505;0,1901;0,9723;1,022
252,229;0,2241;0,274;0,931;0,996
252,246;0,1881;0,3586;0,9026;0,989
252,263;0,1439;0,4009;0,9277;1,021
252,295;0,0656;0,377;0,9894;1,061
252,31;0,0451;0,3654;1,001;1,067
252,326;0,1019;0,3477;0,9974;1,061
252,342;0,1229;0,3286;0,9759;1,037
252,374;0,1698;0,2451;0,9927;1,037
252,39;0,3386;0,0817;1,0748;1,13
252,405;0,4937;0,0164;1,0347;1,147
252,439;0,4327;-0,0698;1,2081;1,285
252,453;0,2356;0,2269;0,956;1,01
252,468;-0,2663;0,5344;0,7605;0,967
252,484;-0,3495;0,5358;0,4535;0,784
252,516;0,0415;0,375;0,5385;0,658
252,532;0,0979;0,3282;0,8568;0,923
252,548;0,09;0,3636;0,9785;1,048
252,58;-0,0189;0,6767;0,8731;1,105
252,595;-0,1291;0,7172;1,0511;1,279
252,613;-0,0698;0,498;1,1035;1,213
252,629;0,0822;0,462;1,0193;1,122
252,662;0,1529;0,3843;0,9437;1,03
252,673;0,2076;0,3155;0,8886;0,965
252,692;0,1975;0,1956;0,8886;0,931
252,703;0,141;0,1527;0,9074;0,931
252,737;0,1604;0,1382;0,9958;1,018
252,753;0,2008;0,2058;1,0821;1,12
252,768;0,1305;0,2976;1,1121;1,159
252,801;0,0001;0,3439;1,1318;1,183
252,816;0,0669;0,3304;1,195;1,242
252,832;0,1255;0,3024;1,2254;1,268
252,846;0,1302;0,2892;1,1576;1,2
252,885;0,1815;0,2159;1,0385;1,076
252,894;0,1714;0,1459;1,0007;1,026
252,919;0,2105;0,0561;1,0093;1,033
252,929;0,192;0,0351;1,0078;1,027
252,96;0,118;0,0996;0,8615;0,875
252,972;0,1747;0,0386;0,7906;0,811
252,988;0,2482;-0,0843;0,8117;0,853
253,025;0,2395;-0,1201;0,8182;0,861
253,037;0,203;-0,0757;0,7927;0,822
253,058;0,1867;-0,1109;0,7977;0,827
253,065;0,1899;-0,1949;0,7977;0,843
253,097;0,1874;-0,2302;0,7639;0,82
253,113;0,1021;-0,2805;0,7828;0,838
253,13;-0,0205;-0,3716;0,8258;0,906
253,145;-0,1168;-0,4482;0,9357;1,044
253,178;-0,2014;-0,4119;0,9661;1,069
253,193;-0,1943;-0,3569;0,964;1,046
253,208;-0,1411;-0,2694;0,909;0,959
253,25;-0,0157;-0,1835;0,8353;0,855
253,256;0,0789;-0,1147;0,8002;0,812
253,276;0,0965;-0,0366;0,777;0,784
253,288;0,1229;0,0198;0,7704;0,78
253,321;0,15;0,0457;0,7871;0,803
253,335;0,1823;0,0624;0,8298;0,852
253,352;0,1914;0,0632;0,8957;0,918
253,367;0,1819;0,0909;0,9279;0,95
253,398;0,1633;0,1394;0,9154;0,94
253,415;0,163;0,1632;0,9259;0,954
253,431;0,169;0,1979;0,9555;0,99
253,462;0,1575;0,2593;0,9729;1,019
253,477;0,1167;0,3274;0,9471;1,009
253,494;0,0603;0,3683;0,9045;0,978
253,51;0,0331;0,3503;0,9158;0,981
253,547;-0,011;0,3413;0,9574;1,016
253,557;-0,0411;0,3201;0,9694;1,022
253,572;-0,0817;0,3166;0,9629;1,017
253,588;-0,1309;0,3092;0,9689;1,025
253,622;-0,123;0,2816;0,9872;1,034
253,637;-0,0771;0,2777;0,9967;1,037
253,653;-0,0471;0,304;0,9731;1,021
253,686;-0,031;0,3195;0,9687;1,02
253,703;0,0419;0,3584;0,9336;1,001
253,715;0,0669;0,4192;0,8823;0,979
253,735;0,0209;0,4531;0,8583;0,971
253,764;0,0099;0,4213;0,8688;0,966
253,794;0,0068;0,4154;0,8635;0,958
253,798;-0,0132;0,4338;0,8476;0,952
253,81;-0,0498;0,4055;0,8748;0,966
253,844;-0,0648;0,3471;0,9101;0,976
253,863;-0,0878;0,3079;0,9128;0,967
253,873;-0,1652;0,2374;0,9138;0,958
253,907;-0,293;0,1013;0,8974;0,949
253,927;-0,0894;0,093;0,9396;0,948
253,938;0,013;0,292;0,8569;0,905
253,953;-0,0258;0,3498;0,8623;0,931
253,987;0,0407;0,2712;0,8658;0,908
254,002;0,0691;0,2567;0,8329;0,874
254,018;0,1244;0,3371;0,9549;1,02
254,033;0,11;0,4355;0,9291;1,032
254,066;0,086;0,2971;0,877;0,93
254,082;-0,01;0,2463;0,8211;0,857
254,097;-0,0891;0,2453;0,852;0,891
254,129;-0,295;0,1517;1,1087;1,157
254,145;-0,9697;-0,2993;1,611;1,904
254,162;-0,8254;-0,0951;1,2294;1,484
254,174;-0,2543;0,1197;0,987;1,026
254,208;-0,0538;-0,1478;1,0132;1,025
254,223;-0,1136;-0,2425;0,6521;0,705
254,242;-0,0002;-0,0448;0,481;0,483
254,257;-0,0231;-0,1225;0,9896;0,997
254,287;-0,2584;-0,1641;1,1711;1,21
254,301;-0,175;-0,1838;1,1004;1,129
254,318;-0,1459;-0,1481;1,0391;1,06
254,352;-0,137;-0,0702;1,2003;1,21
254,366;-0,0787;-0,2548;1,1854;1,215
254,383;-0,1755;-0,3078;1,1449;1,198
254,398;-0,2384;-0,2541;1,1793;1,23
254,431;-0,1247;-0,3495;1,1024;1,163
254,446;-0,0914;-0,384;1,0787;1,149
254,464;-0,1893;-0,3071;1,1728;1,227
254,477;-0,2467;-0,2449;1,2023;1,252
254,509;-0,149;-0,2608;0,9812;1,026
254,523;-0,183;-0,2247;0,9373;0,981
254,542;-0,2985;-0,2889;1,0171;1,099
254,572;-0,3427;-0,3559;1,0225;1,136
254,589;-0,2979;-0,3038;1,0112;1,097
254,604;-0,238;-0,2438;0,9469;1,006
254,619;-0,1837;-0,1725;0,9129;0,947
254,653;-0,2851;-0,1938;1,0848;1,138
254,667;-0,2812;-0,2153;1,1315;1,186
254,681;-0,2001;-0,2496;1,1708;1,214
254,698;-0,1311;-0,2656;1,1618;1,199
254,731;-0,0869;-0,2568;1,1334;1,165
254,744;-0,0004;-0,2404;1,1219;1,147
254,761;0,1544;-0,2789;1,1208;1,165
254,792;0,2945;-0,2684;1,0812;1,152
254,809;0,3532;-0,1925;1,0031;1,081
254,826;0,3638;-0,0839;0,9412;1,013
254,843;0,3729;-0,0314;0,9686;1,038
254,873;0,5011;-0,0572;1,0482;1,163
254,888;0,5835;-0,0805;1,0342;1,19
254,904;0,5769;-0,0592;0,9996;1,156
254,919;0,6029;-0,0736;0,991;1,162
254,952;0,7404;-0,1037;1,0227;1,267
254,968;0,8784;-0,0696;0,9861;1,322
254,985;0,9168;0,0368;0,8881;1,277
255,016;0,925;0,1438;0,8014;1,232
255,032;0,9463;0,1891;0,8199;1,266
255,046;1,0174;0,1424;0,8822;1,354
255,063;1,0801;0,1733;0,9111;1,424
255,094;1,021;0,2259;0,8429;1,343
255,11;0,9034;0,3321;0,7448;1,217
255,124;0,734;0,3779;0,7126;1,091
255,142;0,5692;0,3772;0,7133;0,987
255,171;0,4355;0,3424;0,8295;0,997
255,188;0,3158;0,2621;0,931;1,017
255,205;0,2726;0,2349;0,9707;1,035
255,222;0,2045;0,2747;0,9191;0,981
255,253;0,0951;0,3941;0,8476;0,94
255,268;0,0321;0,3903;0,8747;0,958
255,284;0,0433;0,3518;0,9328;0,998
255,317;0,0083;0,3079;0,9373;0,987
255,332;-0,076;0,285;0,9159;0,962
255,349;-0,092;0,2866;0,9277;0,975
255,361;-0,0389;0,2684;0,9248;0,964
255,395;0,018;0,2701;0,9069;0,946
255,411;0,2267;0,3011;0,9331;1,006
255,426;0,7266;0,2144;1,0852;1,323
255,458;0,4394;0,1808;1,1684;1,261
255,477;0,1859;0,2812;0,8791;0,942
255,491;-0,0116;0,3913;0,7722;0,866
255,506;-0,1483;0,4039;0,754;0,868
255,537;-0,2963;0,2616;0,8566;0,943
255,553;-0,5314;0,1272;0,947;1,093
255,57;-0,5778;0,1559;0,9586;1,13
255,601;-0,449;0,208;0,9956;1,112
255,615;-0,3519;0,3188;0,8521;0,975
255,632;-0,1749;0,4308;0,7379;0,872
255,651;-0,086;0,4739;0,7273;0,872
255,681;-0,0805;0,4825;0,7893;0,929
255,694;-0,1353;0,4841;0,8397;0,979
255,712;-0,1936;0,4619;0,849;0,986
255,726;-0,1565;0,3653;0,8545;0,942
255,759;-0,0875;0,3127;0,7874;0,852
255,775;-0,0718;0,3118;0,7568;0,822
255,817;-0,0644;0,2804;0,7474;0,801
255,819;-0,0837;0,2314;0,8021;0,839
255,837;-0,1076;0,256;0,8385;0,883
255,854;-0,1193;0,2361;0,7961;0,839
255,869;-0,0927;0,1403;0,7622;0,781
255,901;-0,1109;0,1207;0,7864;0,803
255,917;-0,1722;0,1468;0,8158;0,847
255,935;-0,1846;0,0658;0,8904;0,912
255,949;-0,19;0,0759;1,0856;1,105
255,982;-0,3674;0,0609;1,1342;1,194
255,997;-0,3648;0,0575;1,215;1,27
256,012;-0,2282;0,0179;1,224;1,245
256,028;0,032;0,114;1,1895;1,195
256,061;0,0385;0,2712;1,0997;1,133
256,076;-0,0104;0,2784;1,1235;1,157
256,092;-0,0964;0,2483;1,2242;1,253
256,124;-0,1809;0,1064;1,1639;1,183
256,142;-0,1886;0,2056;1,2276;1,259
256,155;-0,1691;0,2742;1,2127;1,255
256,171;-0,2033;0,1935;1,2028;1,235
256,19;-0,1508;0,1155;1,2098;1,225
256,221;-0,1428;0,0753;1,1152;1,127
256,231;-0,1274;0,0434;1,0356;1,044
256,263;-0,0803;0,0176;0,9458;0,949
256,28;-0,0987;0,03;0,8997;0,906
256,299;-0,1358;0,0446;0,9253;0,936
256,31;-0,1815;0,0552;0,9267;0,946
256,344;-0,1943;0,0716;0,9578;0,98
256,359;-0,1737;0,0547;0,986;1,003
256,375;-0,1685;0,0052;0,9899;1,004
256,391;-0,1546;-0,0417;0,9765;0,99
256,423;-0,1335;-0,0769;0,9234;0,936
256,442;-0,1041;-0,0793;0,9106;0,92
256,453;-0,0954;-0,0753;0,9011;0,909
256,471;-0,09;-0,0337;0,8739;0,879
256,503;-0,0648;0,0123;0,8535;0,856
256,518;-0,0206;0,0558;0,8452;0,847
256,535;0,0378;0,062;0,865;0,868
256,566;0,103;0,0772;0,9018;0,911
256,582;0,0983;0,1208;0,919;0,932
256,598;0,1019;0,1492;0,9362;0,953
256,614;0,1086;0,1626;0,9328;0,953
256,646;0,1152;0,1284;0,9312;0,947
256,661;0,1136;0,0685;0,9403;0,95
256,677;0,0937;0,0215;0,9473;0,952
256,693;0,0316;-0,0013;0,9461;0,947
256,722;0,0207;-0,0141;0,9678;0,968
256,739;0,0079;-0,0045;0,9476;0,948
256,755;-0,0083;-0,0113;0,9422;0,942
256,787;0,0135;-0,06;0,9424;0,944
256,806;0,004;-0,0926;0,9524;0,957
256,819;0,014;-0,0777;0,9685;0,972
256,835;0,0043;-0,0436;0,9536;0,955
256,865;0,0376;-0,0201;0,9175;0,919
256,881;0,115;0,0402;0,8889;0,897
